date,username,sku,model,quantity,gross_amount,discount_amount,net_amount
2026-07-01,ikaur,copilot_ai_credit,gpt-5.6-sol,39.654719163,0.396547191,0.241893786,0.154653405
2026-07-03,ikaur,copilot_ai_credit,claude-opus-4.6,9.376714471,0.093767144,0.079702072,0.014065072
2026-07-06,ikaur,copilot_ai_credit,claude-sonnet-5,8.204654385,0.082046543,0.068919096,0.013127447
2026-07-06,ikaur,copilot_ai_credit,gpt-5.3-codex,20.245292279,0.202452922,0.170060454,0.032392468
2026-07-06,ikaur,copilot_ai_credit,claude-4.5-haiku,33.014031653,0.330140316,0.277317865,0.052822451
2026-07-14,ikaur,copilot_ai_credit,claude-sonnet-5,21.207756046,0.21207756,0.07210637,0.13997119
2026-07-14,ikaur,copilot_ai_credit,gpt-5.3-codex,19.781448696,0.197814486,0.067256925,0.130557561
2026-07-15,ikaur,copilot_ai_credit,claude-sonnet-5,9.781911303,0.097819113,0.049887747,0.047931366
2026-07-21,ikaur,copilot_ai_credit,gpt-5.3-codex,5.235284511,0.052352845,0.017799967,0.034552878
2026-06-25,jnguyen,copilot_ai_credit,claude-opus-4.6,7.920023058,0.07920023,0.030096087,0.049104143
2026-06-26,jnguyen,copilot_ai_credit,claude-sonnet-5,4.441289622,0.044412896,0.034642058,0.009770838
2026-06-29,jnguyen,copilot_ai_credit,claude-sonnet-5,19.650627765,0.196506277,0.117903766,0.078602511
2026-06-29,jnguyen,copilot_ai_credit,gpt-5.3-codex,16.219012443,0.162190124,0.097314074,0.06487605
2026-06-22,wkovacs,copilot_ai_credit,claude-sonnet-5,22.999537382,0.229995373,0.156396853,0.07359852
2026-06-22,wkovacs,copilot_ai_credit,claude-opus-4.6,11.23841362,0.112384136,0.076421212,0.035962924
2026-06-22,wkovacs,copilot_ai_credit,claude-4.5-haiku,36.558140832,0.365581408,0.248595357,0.116986051
2026-06-23,wkovacs,copilot_ai_credit,claude-sonnet-5,2.628857959,0.026288579,0.01498449,0.011304089
2026-06-24,wkovacs,copilot_ai_credit,claude-sonnet-5,44.535468984,0.445354689,0.169234781,0.276119908
2026-06-24,wkovacs,copilot_ai_credit,claude-opus-4.6,14.437369648,0.144373696,0.054862004,0.089511692
2026-06-24,wkovacs,copilot_ai_credit,gpt-5.6-sol,23.356315647,0.233563156,0.088753999,0.144809157
2026-06-25,wkovacs,copilot_ai_credit,claude-sonnet-5,39.652915839,0.396529158,0.249813369,0.146715789
2026-06-25,wkovacs,copilot_ai_credit,gpt-5.3-codex,42.541285012,0.42541285,0.268010095,0.157402755
2026-06-29,wkovacs,copilot_ai_credit,claude-sonnet-5,18.842759821,0.188427598,0.15451063,0.033916968
2026-06-29,wkovacs,copilot_ai_credit,claude-opus-4.6,23.440192807,0.234401928,0.19220958,0.042192348
2026-07-01,wkovacs,copilot_ai_credit,claude-sonnet-5,36.874361205,0.368743612,0.165934625,0.202808987
2026-07-01,wkovacs,copilot_ai_credit,claude-opus-4.6,8.276925627,0.082769256,0.037246165,0.045523091
2026-07-01,wkovacs,copilot_ai_credit,gpt-5.3-codex,6.66128965,0.066612896,0.029975803,0.036637093
2026-07-01,wkovacs,copilot_ai_credit,gpt-5.6-sol,18.028811309,0.180288113,0.08112965,0.099158463
2026-07-03,wkovacs,copilot_ai_credit,gpt-5.3-codex,18.321013841,0.183210138,0.120918691,0.062291447
2026-07-03,wkovacs,copilot_ai_credit,claude-4.5-haiku,2.906082575,0.029060825,0.019180144,0.009880681
2026-07-06,wkovacs,copilot_ai_credit,claude-sonnet-5,23.718517799,0.237185177,0.139939254,0.097245923
2026-07-06,wkovacs,copilot_ai_credit,claude-opus-4.6,25.543333892,0.255433338,0.150705669,0.104727669
2026-07-08,wkovacs,copilot_ai_credit,claude-sonnet-5,10.117421452,0.101174214,0.026305295,0.074868919
2026-07-08,wkovacs,copilot_ai_credit,gpt-5.3-codex,3.215498644,0.032154986,0.008360296,0.02379469
2026-07-10,wkovacs,copilot_ai_credit,claude-sonnet-5,35.592741598,0.355927415,0.167285885,0.18864153
2026-07-13,wkovacs,copilot_ai_credit,claude-4.5-haiku,18.029060964,0.180290609,0.100962741,0.079327868
2026-07-14,wkovacs,copilot_ai_credit,claude-sonnet-5,43.023905609,0.430239056,0.296864948,0.133374108
2026-07-14,wkovacs,copilot_ai_credit,claude-4.5-haiku,5.321882311,0.053218823,0.036720987,0.016497836
2026-07-15,wkovacs,copilot_ai_credit,claude-opus-4.6,42.127532144,0.421275321,0.290679971,0.13059535
2026-07-17,wkovacs,copilot_ai_credit,claude-sonnet-5,31.309955199,0.313099551,0.153418779,0.159680772
2026-06-22,zkim,copilot_ai_credit,claude-sonnet-5,26.009197849,0.260091978,0.080628513,0.179463465
2026-06-22,zkim,copilot_ai_credit,gpt-5.3-codex,14.829792459,0.148297924,0.045972356,0.102325568
2026-06-22,zkim,copilot_ai_credit,claude-4.5-haiku,36.652283016,0.36652283,0.113622077,0.252900753
2026-06-23,zkim,copilot_ai_credit,claude-sonnet-5,3.256051633,0.032560516,0.023117966,0.00944255
2026-06-24,zkim,copilot_ai_credit,claude-sonnet-5,36.299871597,0.362998715,0.20327928,0.159719435
2026-06-24,zkim,copilot_ai_credit,claude-opus-4.6,2.763502169,0.027635021,0.015475611,0.01215941
2026-06-24,zkim,copilot_ai_credit,gpt-5.3-codex,9.01555771,0.090155577,0.050487123,0.039668454
2026-06-24,zkim,copilot_ai_credit,claude-4.5-haiku,40.800517951,0.408005179,0.2284829,0.179522279
2026-06-26,zkim,copilot_ai_credit,claude-opus-4.6,30.10686778,0.301068677,0.11139541,0.189673267
2026-06-28,zkim,copilot_ai_credit,claude-sonnet-5,29.189517428,0.291895174,0.189731863,0.102163311
2026-06-28,zkim,copilot_ai_credit,claude-4.5-haiku,21.186734903,0.211867349,0.137713776,0.074153573
2026-06-29,zkim,copilot_ai_credit,claude-sonnet-5,8.653926868,0.086539268,0.034615707,0.051923561
2026-07-03,zkim,copilot_ai_credit,gpt-5.3-codex,25.797521476,0.257975214,0.247656205,0.010319009
2026-07-03,zkim,copilot_ai_credit,claude-4.5-haiku,10.611451286,0.106114512,0.101869931,0.004244581
2026-07-05,zkim,copilot_ai_credit,claude-sonnet-5,26.790676419,0.267906764,0.117878976,0.150027788
2026-07-05,zkim,copilot_ai_credit,gpt-5.3-codex,13.503379542,0.135033795,0.059414869,0.075618926
2026-07-06,zkim,copilot_ai_credit,claude-sonnet-5,42.776616457,0.427766164,0.41921084,0.008555324
2026-07-06,zkim,copilot_ai_credit,gpt-5.3-codex,23.162281964,0.231622819,0.226990362,0.004632457
2026-07-08,zkim,copilot_ai_credit,claude-opus-4.6,43.832122241,0.438321222,0.267375945,0.170945277
2026-07-09,zkim,copilot_ai_credit,claude-sonnet-5,8.562297243,0.085622972,0.038530337,0.047092635
2026-07-09,zkim,copilot_ai_credit,claude-opus-4.6,21.988811288,0.219888112,0.09894965,0.120938462
2026-07-10,zkim,copilot_ai_credit,claude-sonnet-5,28.748424802,0.287484248,0.169615706,0.117868542
2026-07-13,zkim,copilot_ai_credit,claude-sonnet-5,40.59353121,0.405935312,0.231383127,0.174552185
2026-07-14,zkim,copilot_ai_credit,claude-sonnet-5,38.201437969,0.382014379,0.103143882,0.278870497
2026-07-15,zkim,copilot_ai_credit,gpt-5.6-sol,33.818368259,0.338183682,0.175855514,0.162328168
2026-07-16,zkim,copilot_ai_credit,claude-sonnet-5,21.389625449,0.213896254,0.194645591,0.019250663
2026-07-16,zkim,copilot_ai_credit,claude-opus-4.6,6.124006514,0.061240065,0.055728459,0.005511606
2026-07-20,zkim,copilot_ai_credit,claude-sonnet-5,41.182923843,0.411829238,0.288280466,0.123548772
2026-07-20,zkim,copilot_ai_credit,claude-opus-4.6,25.352496062,0.25352496,0.177467472,0.076057488
2026-07-21,zkim,copilot_ai_credit,claude-sonnet-5,18.575927633,0.185759276,0.174613719,0.011145557
2026-06-23,ihaas,copilot_ai_credit,claude-sonnet-5,1.929478663,0.019294786,0.013313402,0.005981384
2026-06-24,ihaas,copilot_ai_credit,claude-sonnet-5,7.516490537,0.075164905,0.048105539,0.027059366
2026-06-25,ihaas,copilot_ai_credit,claude-sonnet-5,13.763712067,0.13763712,0.052302105,0.085335015
2026-06-26,ihaas,copilot_ai_credit,claude-sonnet-5,35.304932314,0.353049323,0.176524661,0.176524662
2026-06-28,ihaas,copilot_ai_credit,claude-sonnet-5,32.999294255,0.329992942,0.244194777,0.085798165
2026-06-28,ihaas,copilot_ai_credit,claude-4.5-haiku,40.596594754,0.405965947,0.3004148,0.105551147
2026-06-29,ihaas,copilot_ai_credit,claude-sonnet-5,34.196174833,0.341961748,0.321444043,0.020517705
2026-06-30,ihaas,copilot_ai_credit,claude-sonnet-5,38.856129441,0.388561294,0.116568388,0.271992906
2026-06-30,ihaas,copilot_ai_credit,claude-opus-4.6,18.47434299,0.184743429,0.055423028,0.129320401
2026-06-30,ihaas,copilot_ai_credit,claude-4.5-haiku,32.710581738,0.327105817,0.098131745,0.228974072
2026-07-02,ihaas,copilot_ai_credit,gpt-5.3-codex,8.739012111,0.087390121,0.067290393,0.020099728
2026-07-03,ihaas,copilot_ai_credit,claude-sonnet-5,27.917467062,0.27917467,0.192630522,0.086544148
2026-07-03,ihaas,copilot_ai_credit,gpt-5.3-codex,11.468414384,0.114684143,0.079132058,0.035552085
2026-07-04,ihaas,copilot_ai_credit,claude-sonnet-5,38.932168725,0.389321687,0.206340494,0.182981193
2026-07-06,ihaas,copilot_ai_credit,claude-sonnet-5,33.57260101,0.33572601,0.144362184,0.191363826
2026-07-07,ihaas,copilot_ai_credit,claude-sonnet-5,11.932632555,0.119326325,0.105007166,0.014319159
2026-07-07,ihaas,copilot_ai_credit,gpt-5.3-codex,41.140464935,0.411404649,0.362036091,0.049368558
2026-07-10,ihaas,copilot_ai_credit,claude-sonnet-5,29.448986742,0.294489867,0.273875576,0.020614291
2026-07-10,ihaas,copilot_ai_credit,claude-opus-4.6,36.102236378,0.361022363,0.335750797,0.025271566
2026-07-10,ihaas,copilot_ai_credit,gpt-5.3-codex,36.964382175,0.369643821,0.343768753,0.025875068
2026-07-12,ihaas,copilot_ai_credit,claude-sonnet-5,26.989685599,0.269896855,0.191626767,0.078270088
2026-07-12,ihaas,copilot_ai_credit,claude-opus-4.6,30.667436053,0.30667436,0.217738795,0.088935565
2026-07-12,ihaas,copilot_ai_credit,claude-4.5-haiku,29.858872075,0.29858872,0.211997991,0.086590729
2026-07-14,ihaas,copilot_ai_credit,claude-sonnet-5,17.968702334,0.179687023,0.132968397,0.046718626
2026-07-15,ihaas,copilot_ai_credit,claude-sonnet-5,35.1737562,0.351737562,0.140695024,0.211042538
2026-07-15,ihaas,copilot_ai_credit,claude-opus-4.6,2.75440881,0.027544088,0.011017635,0.016526453
2026-07-16,ihaas,copilot_ai_credit,claude-sonnet-5,3.630376909,0.036303769,0.035214655,0.001089114
2026-07-17,ihaas,copilot_ai_credit,claude-sonnet-5,33.596710716,0.335967107,0.067193421,0.268773686
2026-07-17,ihaas,copilot_ai_credit,gpt-5.6-sol,26.418007616,0.264180076,0.052836015,0.211344061
2026-07-20,ihaas,copilot_ai_credit,claude-sonnet-5,13.41682868,0.134168286,0.026833657,0.107334629
2026-07-20,ihaas,copilot_ai_credit,gpt-5.3-codex,17.698467304,0.176984673,0.035396934,0.141587739
2026-07-21,ihaas,copilot_ai_credit,claude-sonnet-5,1.279416685,0.012794166,0.005757374,0.007036792
2026-07-21,ihaas,copilot_ai_credit,claude-opus-4.6,2.255474557,0.022554745,0.010149635,0.01240511
2026-07-21,ihaas,copilot_ai_credit,gpt-5.3-codex,29.018096779,0.290180967,0.130581435,0.159599532
2026-07-21,ihaas,copilot_ai_credit,gpt-5.6-sol,27.681403835,0.276814038,0.124566317,0.152247721
2026-06-24,msilva,copilot_ai_credit,claude-sonnet-5,13.074573655,0.130745736,0.112441332,0.018304404
2026-06-25,msilva,copilot_ai_credit,gpt-5.3-codex,26.562157576,0.265621575,0.191247534,0.074374041
2026-06-26,msilva,copilot_ai_credit,claude-4.5-haiku,15.718565215,0.157185652,0.078592826,0.078592826
2026-06-29,msilva,copilot_ai_credit,claude-sonnet-5,31.636655633,0.316366556,0.091746301,0.224620255
2026-06-30,msilva,copilot_ai_credit,claude-sonnet-5,24.847713713,0.248477137,0.23605328,0.012423857
2026-06-30,msilva,copilot_ai_credit,gpt-5.3-codex,23.843029756,0.238430297,0.226508782,0.011921515
2026-07-01,msilva,copilot_ai_credit,claude-opus-4.6,15.129104186,0.151291041,0.03933567,0.111955371
2026-07-01,msilva,copilot_ai_credit,gpt-5.6-sol,39.136739466,0.391367394,0.101755522,0.289611872
2026-07-07,msilva,copilot_ai_credit,claude-sonnet-5,34.235876891,0.342358768,0.29442854,0.047930228
2026-07-07,msilva,copilot_ai_credit,claude-opus-4.6,22.785546053,0.22785546,0.195955695,0.031899765
2026-07-08,msilva,copilot_ai_credit,claude-sonnet-5,15.363750536,0.153637505,0.142882879,0.010754626
2026-07-08,msilva,copilot_ai_credit,claude-opus-4.6,4.164532129,0.041645321,0.038730148,0.002915173
2026-07-10,msilva,copilot_ai_credit,claude-sonnet-5,16.540552978,0.165405529,0.08766493,0.077740599
2026-07-11,msilva,copilot_ai_credit,gpt-5.3-codex,4.90809076,0.049080907,0.015215081,0.033865826
2026-07-15,msilva,copilot_ai_credit,claude-sonnet-5,1.122895497,0.011228954,0.006737372,0.004491582
2026-07-15,msilva,copilot_ai_credit,claude-opus-4.6,31.75211111,0.317521111,0.190512666,0.127008445
2026-07-15,msilva,copilot_ai_credit,claude-4.5-haiku,21.283745709,0.212837457,0.127702474,0.085134983
2026-07-16,msilva,copilot_ai_credit,claude-opus-4.6,18.578836699,0.185788366,0.042731324,0.143057042
2026-07-16,msilva,copilot_ai_credit,gpt-5.6-sol,33.765450958,0.337654509,0.077660537,0.259993972
2026-07-17,msilva,copilot_ai_credit,claude-sonnet-5,2.281141956,0.022811419,0.014371193,0.008440226
2026-06-23,ykovacs,copilot_ai_credit,claude-4.5-haiku,1.474840212,0.014748402,0.007816653,0.006931749
2026-06-28,ykovacs,copilot_ai_credit,claude-sonnet-5,40.236958134,0.402369581,0.285682402,0.116687179
2026-06-28,ykovacs,copilot_ai_credit,gpt-5.3-codex,37.347372998,0.373473729,0.265166347,0.108307382
2026-06-29,ykovacs,copilot_ai_credit,claude-sonnet-5,21.356703345,0.213567033,0.13027589,0.083291143
2026-07-08,ykovacs,copilot_ai_credit,claude-sonnet-5,28.42933983,0.284293398,0.142146699,0.142146699
2026-07-16,ykovacs,copilot_ai_credit,claude-sonnet-5,29.915048051,0.29915048,0.083762134,0.215388346
2026-07-16,ykovacs,copilot_ai_credit,claude-opus-4.6,1.015145126,0.010151451,0.002842406,0.007309045
2026-06-23,nfischer14,copilot_ai_credit,claude-sonnet-5,7.938513327,0.079385133,0.060332701,0.019052432
2026-06-23,nfischer14,copilot_ai_credit,claude-opus-4.6,30.304078999,0.303040789,0.230310999,0.07272979
2026-07-07,nfischer14,copilot_ai_credit,claude-sonnet-5,10.242984164,0.102429841,0.097308348,0.005121493
2026-07-07,nfischer14,copilot_ai_credit,claude-opus-4.6,39.961064104,0.399610641,0.379630108,0.019980533
2026-07-08,nfischer14,copilot_ai_credit,claude-sonnet-5,6.623790566,0.066237905,0.054315082,0.011922823
2026-07-10,nfischer14,copilot_ai_credit,claude-opus-4.6,43.873021234,0.438730212,0.324660356,0.114069856
2026-07-12,nfischer14,copilot_ai_credit,claude-sonnet-5,16.14559703,0.16145597,0.05005135,0.11140462
2026-07-12,nfischer14,copilot_ai_credit,gpt-5.3-codex,45.240760538,0.452407605,0.140246357,0.312161248
2026-07-15,nfischer14,copilot_ai_credit,claude-sonnet-5,22.272846493,0.222728464,0.084636816,0.138091648
2026-07-20,nfischer14,copilot_ai_credit,claude-opus-4.6,24.440298904,0.244402989,0.097761195,0.146641794
2026-06-22,rpetrov,copilot_ai_credit,gpt-5.3-codex,38.53048936,0.385304893,0.080914027,0.304390866
2026-06-23,rpetrov,copilot_ai_credit,claude-sonnet-5,14.541322221,0.145413222,0.122147106,0.023266116
2026-06-24,rpetrov,copilot_ai_credit,claude-sonnet-5,4.172983099,0.04172983,0.010015159,0.031714671
2026-06-24,rpetrov,copilot_ai_credit,gpt-5.3-codex,18.734189365,0.187341893,0.044962054,0.142379839
2026-06-25,rpetrov,copilot_ai_credit,claude-sonnet-5,17.119901198,0.171199011,0.148943139,0.022255872
2026-06-29,rpetrov,copilot_ai_credit,claude-sonnet-5,39.13108692,0.391310869,0.379571542,0.011739327
2026-06-29,rpetrov,copilot_ai_credit,claude-opus-4.6,6.964353998,0.069643539,0.067554232,0.002089307
2026-06-29,rpetrov,copilot_ai_credit,gpt-5.3-codex,8.487475221,0.084874752,0.082328509,0.002546243
2026-06-29,rpetrov,copilot_ai_credit,gpt-5.6-sol,32.221797634,0.322217976,0.312551436,0.00966654
2026-06-30,rpetrov,copilot_ai_credit,claude-sonnet-5,13.738122452,0.137381224,0.089297795,0.048083429
2026-07-01,rpetrov,copilot_ai_credit,claude-opus-4.6,14.491691296,0.144916912,0.137671066,0.007245846
2026-07-03,rpetrov,copilot_ai_credit,claude-sonnet-5,22.529266555,0.225292665,0.218533885,0.00675878
2026-07-03,rpetrov,copilot_ai_credit,gpt-5.3-codex,4.545479361,0.045454793,0.044091149,0.001363644
2026-07-03,rpetrov,copilot_ai_credit,claude-4.5-haiku,21.089602266,0.210896022,0.204569141,0.006326881
2026-07-05,rpetrov,copilot_ai_credit,claude-sonnet-5,38.537728432,0.385377284,0.215811279,0.169566005
2026-07-07,rpetrov,copilot_ai_credit,claude-opus-4.6,19.216966871,0.192169668,0.111458407,0.080711261
2026-07-08,rpetrov,copilot_ai_credit,claude-sonnet-5,13.011846845,0.130118468,0.046842648,0.08327582
2026-07-08,rpetrov,copilot_ai_credit,claude-opus-4.6,35.447722603,0.354477226,0.127611801,0.226865425
2026-07-08,rpetrov,copilot_ai_credit,gpt-5.3-codex,4.983334098,0.04983334,0.017940002,0.031893338
2026-07-09,rpetrov,copilot_ai_credit,claude-sonnet-5,3.933791746,0.039337917,0.008654341,0.030683576
2026-07-10,rpetrov,copilot_ai_credit,claude-opus-4.6,39.994662124,0.399946621,0.247966905,0.151979716
2026-07-14,rpetrov,copilot_ai_credit,claude-sonnet-5,0.585298333,0.005852983,0.005560333,0.00029265
2026-07-15,rpetrov,copilot_ai_credit,claude-sonnet-5,15.666815135,0.156668151,0.08303412,0.073634031
2026-07-15,rpetrov,copilot_ai_credit,claude-opus-4.6,40.540718305,0.405407183,0.214865806,0.190541377
2026-07-15,rpetrov,copilot_ai_credit,gpt-5.3-codex,23.94541705,0.23945417,0.12691071,0.11254346
2026-07-16,rpetrov,copilot_ai_credit,claude-sonnet-5,43.993120957,0.439931209,0.219965604,0.219965605
2026-07-17,rpetrov,copilot_ai_credit,claude-sonnet-5,29.890401233,0.298904012,0.134506805,0.164397207
2026-07-17,rpetrov,copilot_ai_credit,gpt-5.6-sol,7.689281124,0.076892811,0.034601764,0.042291047
2026-07-20,rpetrov,copilot_ai_credit,claude-opus-4.6,1.020357329,0.010203573,0.005509929,0.004693644
2026-07-20,rpetrov,copilot_ai_credit,gpt-5.3-codex,18.193123433,0.181931234,0.098242866,0.083688368
2026-07-01,smoreau,copilot_ai_credit,claude-sonnet-5,14.282576893,0.142825768,0.029993411,0.112832357
