date,username,sku,quantity,gross_amount,discount_amount,net_amount,workflow_path
2026-07-07,nfischer,copilot_ai_credit,45.413272017,0.45413272,0.313351576,0.140781144,
2026-07-08,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,nfischer,copilot_ai_credit,32.600025199,0.326000251,0.11736009,0.208640161,
2026-07-09,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,nfischer,copilot_ai_credit,32.138820909,0.321388208,0.157480221,0.163907987,
2026-07-10,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,nfischer,copilot_ai_credit,35.855515025,0.358555149,0.082467683,0.276087466,
2026-07-11,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,nfischer,copilot_ai_credit,89.551283013,0.895512828,0.841782057,0.053730771,
2026-07-13,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,nfischer,copilot_ai_credit,42.282898523,0.422828984,0.181816462,0.241012522,
2026-07-15,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,nfischer,copilot_ai_credit,31.623589042,0.31623589,0.25615107,0.06008482,
2026-07-18,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,nfischer,copilot_ai_credit,12.29493462,0.122949346,0.055327205,0.067622141,
2026-07-21,nfischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-06-22,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,ofischer,copilot_ai_credit,28.732836777,0.287328367,0.109184779,0.178143588,
2026-06-25,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-26,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,ofischer,copilot_ai_credit,85.789479924,0.857894798,0.600526358,0.25736844,
2026-06-30,ofischer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-07-01,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-02,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-04,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,ofischer,copilot_ai_credit,12.161095743,0.121610957,0.058373259,0.063237698,
2026-07-07,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,ofischer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,ofischer,copilot_ai_credit,24.762164289,0.247621642,0.22781191,0.019809732,
2026-06-22,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,anovak,copilot_ai_credit,46.521647073,0.46521647,0.29773854,0.16747793,
2026-06-24,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-26,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,anovak,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,anovak,copilot_ai_credit,51.105536245,0.511055361,0.296412108,0.214643253,
2026-07-01,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-01,anovak,copilot_ai_credit,73.97856904,0.739785689,0.199742135,0.540043554,
2026-07-02,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-02,anovak,copilot_ai_credit,33.620431963,0.336204319,0.309307973,0.026896346,
2026-07-03,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-04,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,anovak,copilot_ai_credit,11.743484307,0.117434843,0.097470919,0.019963924,
2026-07-07,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-07,anovak,copilot_ai_credit,66.186303882,0.661863037,0.211796171,0.450066866,
2026-07-08,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,anovak,copilot_ai_credit,37.683568452,0.376835684,0.324078688,0.052756996,
2026-07-19,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,anovak,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,anovak,copilot_ai_credit,18.797169946,0.187971698,0.152257074,0.035714624,
2026-06-22,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,wokafor,copilot_ai_credit,7.000837866,0.070008378,0.051106115,0.018902263,
2026-06-25,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,wokafor,copilot_ai_credit,36.55999341,0.365599933,0.190111964,0.175487969,
2026-06-26,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,wokafor,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,wokafor,copilot_ai_credit,10.902579803,0.109025798,0.038159029,0.070866769,
2026-07-01,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-01,wokafor,copilot_ai_credit,1.783816031,0.01783816,0.015875961,0.001962199,
2026-07-02,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-04,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-07,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-07,wokafor,copilot_ai_credit,27.910629533,0.279106294,0.103269328,0.175836966,
2026-07-08,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,wokafor,copilot_ai_credit,9.875247575,0.098752475,0.028638216,0.070114259,
2026-07-14,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,wokafor,copilot_ai_credit,5.211347807,0.052113478,0.014070639,0.038042839,
2026-07-16,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,wokafor,copilot_ai_credit,5.686455536,0.056864555,0.043217061,0.013647494,
2026-07-17,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,wokafor,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-06-22,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-26,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,npetrov,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-07-01,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-02,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-04,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-07,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,npetrov,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-06-22,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-26,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,emeyer,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-07-01,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-02,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-04,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-07,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,emeyer,copilot_ai_credit,52.14055892,0.521405589,0.380626079,0.14077951,
2026-07-10,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,emeyer,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-06-22,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-22,ikaur,copilot_ai_credit,21.095962337,0.210959622,0.109699002,0.10126062,
2026-06-23,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-26,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,ikaur,copilot_ai_credit,57.51205338,0.575120532,0.517608477,0.057512055,
2026-06-29,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,ikaur,copilot_ai_credit,17.364792246,0.173647922,0.121553545,0.052094377,
2026-06-30,ikaur,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-30,ikaur,copilot_ai_credit,59.458362142,0.594583621,0.368641844,0.225941777,
2026-07-01,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-01,ikaur,copilot_ai_credit,121.895418789,1.218954186,0.743562052,0.475392134,
2026-07-02,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,ikaur,copilot_ai_credit,9.376714471,0.093767144,0.079702072,0.014065072,
2026-07-04,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,ikaur,copilot_ai_credit,61.463978317,0.614639781,0.516297415,0.098342366,
2026-07-07,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,ikaur,copilot_ai_credit,40.989204742,0.409892046,0.139363295,0.270528751,
2026-07-15,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,ikaur,copilot_ai_credit,9.781911303,0.097819113,0.049887747,0.047931366,
2026-07-16,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,ikaur,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,ikaur,copilot_ai_credit,5.235284511,0.052352845,0.017799967,0.034552878,
2026-06-22,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,jnguyen,copilot_ai_credit,7.920023058,0.07920023,0.030096087,0.049104143,
2026-06-26,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-26,jnguyen,copilot_ai_credit,4.441289622,0.044412896,0.034642058,0.009770838,
2026-06-27,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,jnguyen,copilot_ai_credit,35.869640208,0.358696401,0.21521784,0.143478561,
2026-06-30,jnguyen,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-07-01,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-02,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-04,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-07,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-09,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-11,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-16,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-18,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-19,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-20,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-21,jnguyen,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-06-22,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-22,wkovacs,copilot_ai_credit,70.796091834,0.707960917,0.481413422,0.226547495,
2026-06-23,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-23,wkovacs,copilot_ai_credit,2.628857959,0.026288579,0.01498449,0.011304089,
2026-06-24,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-24,wkovacs,copilot_ai_credit,82.329154279,0.823291541,0.312850784,0.510440757,
2026-06-25,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-25,wkovacs,copilot_ai_credit,82.194200851,0.821942008,0.517823464,0.304118544,
2026-06-26,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-27,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-28,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-06-29,wkovacs,copilot_ai_credit,42.282952628,0.422829526,0.34672021,0.076109316,
2026-06-30,wkovacs,copilot_for_business,0.033333333,0.633333333,0,0.633333333,
2026-07-01,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-01,wkovacs,copilot_ai_credit,69.841387791,0.698413877,0.314286243,0.384127634,
2026-07-02,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-03,wkovacs,copilot_ai_credit,21.227096416,0.212270963,0.140098835,0.072172128,
2026-07-04,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-05,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-06,wkovacs,copilot_ai_credit,49.261851691,0.492618515,0.290644923,0.201973592,
2026-07-07,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-08,wkovacs,copilot_ai_credit,13.332920096,0.1333292,0.034665591,0.098663609,
2026-07-09,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-10,wkovacs,copilot_ai_credit,35.592741598,0.355927415,0.167285885,0.18864153,
2026-07-11,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-12,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-13,wkovacs,copilot_ai_credit,18.029060964,0.180290609,0.100962741,0.079327868,
2026-07-14,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-14,wkovacs,copilot_ai_credit,48.34578792,0.483457879,0.333585935,0.149871944,
2026-07-15,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-15,wkovacs,copilot_ai_credit,42.127532144,0.421275321,0.290679971,0.13059535,
2026-07-16,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,wkovacs,copilot_for_business,0.032258064,0.612903225,0,0.612903225,
2026-07-17,wkovacs,copilot_ai_credit,31.309955199,0.313099551,0.153418779,0.159680772,
