"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","total_monthly_quota","organization","repository","cost_center_name","aic_quantity","aic_gross_amount"
"2026-06-01","MiroslavKovacRB","copilot","copilot_ai_credit","Auto: Claude Haiku 4.5","31.585392","ai-credits","0.01","0.31585392","0.31585392","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza17874","copilot","copilot_ai_credit","Auto: Claude Haiku 4.5","27.212877","ai-credits","0.01","0.27212877","0.27212877","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","MonikaWork","copilot","copilot_ai_credit","Auto: Claude Haiku 4.5","0.25668","ai-credits","0.01","0.0025668","0.0025668","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JakubKolarRB","copilot","copilot_ai_credit","Auto: Claude Haiku 4.5","210.1731435","ai-credits","0.01","2.101731435","2.101731435","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TomasSedlacek99x","copilot","copilot_ai_credit","Auto: Claude Haiku 4.5","13.028769","ai-credits","0.01","0.13028769","0.13028769","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","rvavrusaRB","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","10.111122","ai-credits","0.01","0.10111122","0.10111122","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza15723","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","27.154035","ai-credits","0.01","0.27154035","0.27154035","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","SonaSme","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","0.96228","ai-credits","0.01","0.0096228","0.0096228","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","josef51773e","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","46.7210835","ai-credits","0.01","0.467210835","0.467210835","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","nomas2","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","352.4797215","ai-credits","0.01","3.524797215","3.524797215","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","radeksoumar-rb","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","37.1046285","ai-credits","0.01","0.371046285","0.371046285","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","PetrHonsTc","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","144.3726855","ai-credits","0.01","1.443726855","1.443726855","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","Adelaile","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","4.8129525","ai-credits","0.01","0.048129525","0.048129525","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","PetrVokalek","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","137.6710155","ai-credits","0.01","1.376710155","1.376710155","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","suchdrbcz","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","220.212378","ai-credits","0.01","2.20212378","2.20212378","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza17874","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","619.2590805","ai-credits","0.01","6.192590805","6.192590805","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JakubKolarRB","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","23.0819355","ai-credits","0.01","0.230819355","0.230819355","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","M203962","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","53.51751","ai-credits","0.01","0.5351751","0.5351751","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","mariekucerova-del","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","284.485554","ai-credits","0.01","2.84485554","2.84485554","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TiborStokl95","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","42.3061515","ai-credits","0.01","0.423061515","0.423061515","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VojtechRaja","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","144.9733275","ai-credits","0.01","1.449733275","1.449733275","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VPLRB","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.6","51.673896","ai-credits","0.01","0.51673896","0.51673896","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","pavel-seiner-rb","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","94.407201","ai-credits","0.01","0.94407201","0.94407201","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","josef51773e","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","233.034795","ai-credits","0.01","2.33034795","2.33034795","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","RichardKlem-RBCZ","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","110.9355345","ai-credits","0.01","1.109355345","1.109355345","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","alexReact666","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","31.398381","ai-credits","0.01","0.31398381","0.31398381","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza16566","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","2.397339","ai-credits","0.01","0.02397339","0.02397339","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","martin-mucha-rbcz","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","29.174859","ai-credits","0.01","0.29174859","0.29174859","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","nomas2","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","542.7172485","ai-credits","0.01","5.427172485","5.427172485","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","michaeljarolin","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","6.2333145","ai-credits","0.01","0.062333145","0.062333145","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","PetrHonsTc","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","7.767333","ai-credits","0.01","0.07767333","0.07767333","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","radacovsky-rbcz","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","345.167298","ai-credits","0.01","3.45167298","3.45167298","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","Frantiska112","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","9.5813235","ai-credits","0.01","0.095813235","0.095813235","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","MSparlinek","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","21.37779","ai-credits","0.01","0.2137779","0.2137779","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","zdendaparb","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","35.5936455","ai-credits","0.01","0.355936455","0.355936455","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TomasSedlacek99x","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","77.4272205","ai-credits","0.01","0.774272205","0.774272205","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VojtechRaja","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","304.915401","ai-credits","0.01","3.04915401","3.04915401","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","M203962","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","88.402608","ai-credits","0.01","0.88402608","0.88402608","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","RB-VaclavT","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","28.7232435","ai-credits","0.01","0.287232435","0.287232435","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","petrzelenka-art","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","50.4326025","ai-credits","0.01","0.504326025","0.504326025","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VPLRB","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","178.2973395","ai-credits","0.01","1.782973395","1.782973395","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","KarPono","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","40.201119","ai-credits","0.01","0.40201119","0.40201119","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","KSklibaRBCZ","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","0.532035","ai-credits","0.01","0.00532035","0.00532035","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JohnyInTheRaifka","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","53.770563","ai-credits","0.01","0.53770563","0.53770563","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","antoninKobrRbCz","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","33.3063045","ai-credits","0.01","0.333063045","0.333063045","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza83140","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","3.8308095","ai-credits","0.01","0.038308095","0.038308095","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","megus-RB","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","10.0717155","ai-credits","0.01","0.100717155","0.100717155","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","denisadrasnarovarb","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","32.253102","ai-credits","0.01","0.32253102","0.32253102","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","suchdrbcz","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","273.514437","ai-credits","0.01","2.73514437","2.73514437","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","janmarcis-2","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","59.659803","ai-credits","0.01","0.59659803","0.59659803","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","minarmi","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","46.393011","ai-credits","0.01","0.46393011","0.46393011","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TiborStokl95","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","141.055236","ai-credits","0.01","1.41055236","1.41055236","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza17874","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","431.688222","ai-credits","0.01","4.31688222","4.31688222","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","AnnaPenickova","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","6.2482455","ai-credits","0.01","0.062482455","0.062482455","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza6561e","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","111.458151","ai-credits","0.01","1.11458151","1.11458151","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","Adelaile","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","1.270395","ai-credits","0.01","0.01270395","0.01270395","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","MiroslavKovacRB","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","30.9246525","ai-credits","0.01","0.309246525","0.309246525","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","iliapechenkin1","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","46.5874605","ai-credits","0.01","0.465874605","0.465874605","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","ondrejbeloch-rbcz","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","53.98848","ai-credits","0.01","0.5398848","0.5398848","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","MoniKubi","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","279.793395","ai-credits","0.01","2.79793395","2.79793395","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TomasKysely","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","13.404636","ai-credits","0.01","0.13404636","0.13404636","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","asselj55","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","1.276317","ai-credits","0.01","0.01276317","0.01276317","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","filip-kment-rb","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","29.572956","ai-credits","0.01","0.29572956","0.29572956","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","lukasveselyrb","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","71.6880465","ai-credits","0.01","0.716880465","0.716880465","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","WZHPDF","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","0.825048","ai-credits","0.01","0.00825048","0.00825048","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JanPalyza","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","257.466447","ai-credits","0.01","2.57466447","2.57466447","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","zdenekmartinec","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","10.8317475","ai-credits","0.01","0.108317475","0.108317475","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","ZuzanaPavelka","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","0.5028345","ai-credits","0.01","0.005028345","0.005028345","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza15723","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","24.15546","ai-credits","0.01","0.2415546","0.2415546","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","fedosenko-maryna","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","20.7327015","ai-credits","0.01","0.207327015","0.207327015","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","petr-blazek-rbcz","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","27.966519","ai-credits","0.01","0.27966519","0.27966519","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","ksavincova","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","1.1294325","ai-credits","0.01","0.011294325","0.011294325","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JakubKolarRB","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","608.363658","ai-credits","0.01","6.08363658","6.08363658","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","LukasRBCZ","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","36.031968","ai-credits","0.01","0.36031968","0.36031968","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","PetrVokalek","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","197.5450995","ai-credits","0.01","1.975450995","1.975450995","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JT-git-it","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","6.9198255","ai-credits","0.01","0.069198255","0.069198255","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","rb-lad-teply","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","31.247244","ai-credits","0.01","0.31247244","0.31247244","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza17606","copilot","copilot_ai_credit","Auto: GPT-5.3-Codex","13.893957","ai-credits","0.01","0.13893957","0.13893957","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VPLRB","copilot","copilot_ai_credit","Auto: GPT-5.4","9.94383","ai-credits","0.01","0.0994383","0.0994383","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","nomas2","copilot","copilot_ai_credit","Auto: GPT-5.4","10.617615","ai-credits","0.01","0.10617615","0.10617615","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TomasSedlacek99x","copilot","copilot_ai_credit","Auto: GPT-5.4","85.68999","ai-credits","0.01","0.8568999","0.8568999","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","MartinHajek2","copilot","copilot_ai_credit","Auto: GPT-5.4","42.672825","ai-credits","0.01","0.42672825","0.42672825","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","zdendaparb","copilot","copilot_ai_credit","Auto: GPT-5.4","12.78144","ai-credits","0.01","0.1278144","0.1278144","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VojtechRaja","copilot","copilot_ai_credit","Auto: GPT-5.4","54.875835","ai-credits","0.01","0.54875835","0.54875835","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","fedosenko-maryna","copilot","copilot_ai_credit","Auto: GPT-5.4","129.12831","ai-credits","0.01","1.2912831","1.2912831","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","MoniKubi","copilot","copilot_ai_credit","Auto: GPT-5.4","22.08492","ai-credits","0.01","0.2208492","0.2208492","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza17874","copilot","copilot_ai_credit","Auto: GPT-5.4","388.199655","ai-credits","0.01","3.88199655","3.88199655","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza83140","copilot","copilot_ai_credit","Auto: GPT-5.4","4.545","ai-credits","0.01","0.04545","0.04545","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JohnyInTheRaifka","copilot","copilot_ai_credit","Auto: GPT-5.4","7.851015","ai-credits","0.01","0.07851015","0.07851015","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","radacovsky-rbcz","copilot","copilot_ai_credit","Auto: GPT-5.4","134.10027","ai-credits","0.01","1.3410027","1.3410027","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza83140","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","1.8346905","ai-credits","0.01","0.018346905","0.018346905","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JakubKolarRB","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","281.574684","ai-credits","0.01","2.81574684","2.81574684","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza6561e","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","12.7991745","ai-credits","0.01","0.127991745","0.127991745","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","VPLRB","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","21.623571","ai-credits","0.01","0.21623571","0.21623571","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza31100","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","2.616975","ai-credits","0.01","0.02616975","0.02616975","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","RB-VaclavT","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","2.111022","ai-credits","0.01","0.02111022","0.02111022","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","radacovsky-rbcz","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","23.2251165","ai-credits","0.01","0.232251165","0.232251165","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","alexReact666","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","32.2851015","ai-credits","0.01","0.322851015","0.322851015","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","JT-git-it","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","0.886275","ai-credits","0.01","0.00886275","0.00886275","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","WZHPDF","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","1.186515","ai-credits","0.01","0.01186515","0.01186515","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","rbarchanek","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","22.251213","ai-credits","0.01","0.22251213","0.22251213","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","zdendaparb","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","7.3486305","ai-credits","0.01","0.073486305","0.073486305","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","TomasSedlacek99x","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","21.9599505","ai-credits","0.01","0.219599505","0.219599505","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","pavel-seiner-rb","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","9.232596","ai-credits","0.01","0.09232596","0.09232596","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","nomas2","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","16.272495","ai-credits","0.01","0.16272495","0.16272495","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","suchdrbcz","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","37.998153","ai-credits","0.01","0.37998153","0.37998153","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","jakupski","copilot","copilot_ai_credit","Auto: GPT-5.4 mini","7.6196565","ai-credits","0.01","0.076196565","0.076196565","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
"2026-06-01","cza31220","copilot","copilot_ai_credit","Claude Haiku 4.5","9.3006","ai-credits","0.01","0.093006","0.093006","0","1900","RBCZ-copilots","","RBCZ-GitHub-Copilot-CC","0","0"
